EventDate,CounterID,ClientIP,SearchEngineID,SearchPhrase,ResolutionWidth,Title,IsRefresh,DontCountHits
2025-02-13,9315,49.121.106.255,4,unit testing,2560,Blog Post - Tech News,1,0
2025-01-24,5511,50.149.87.226,4,machine learning,1440,User Dashboard,0,0
2025-11-13,9702,213.255.189.221,0,deep learning,768,FAQ - Frequently Asked Questions,1,1
2025-11-14,9437,255.16.236.16,5,code review,2560,Press Releases,0,0
2025-09-02,9348,161.153.141.70,4,api development,1920,Home Page,0,0
2025-04-28,8023,96.115.171.56,0,python tutorial,3840,Pricing Plans,0,0
2025-01-26,5781,76.144.43.75,3,cloud computing,1536,Documentation,0,0
2025-10-14,8782,104.241.209.192,1,devops practices,1536,Pricing Plans,0,1
2025-09-07,5808,224.28.147.150,4,machine learning,1024,Features Overview,0,0
2025-03-19,7249,224.124.211.230,5,big data,1440,Events Calendar,0,0
2024-12-07,8488,83.55.94.110,2,docker containers,3840,Help Center,1,0
2025-09-18,3893,209.148.210.60,3,numpy arrays,1024,Product Catalog,0,0
2025-07-08,4783,236.79.138.137,3,,768,User Dashboard,0,0
2025-08-08,4477,178.20.194.205,5,code review,1366,Order Confirmation,0,1
2025-03-28,5369,213.101.136.87,4,numpy arrays,1536,Careers,0,1
2025-09-14,8764,233.21.8.180,4,big data,768,Product Details,0,0
2025-07-12,1336,236.232.95.23,2,software engineering,1920,Customer Reviews,0,0
2024-11-30,5634,57.94.158.53,2,,2560,About Us,0,0
2025-05-02,7271,124.33.66.91,3,,2560,Press Releases,0,0
2025-02-03,8114,138.18.51.176,5,business intelligence,1024,Account Settings,0,0
2025-09-11,5726,124.113.17.113,3,docker containers,3840,About Us,1,0
2025-10-14,3463,32.252.83.108,4,data visualization,1920,Case Studies,0,0
2024-12-20,6890,233.136.142.200,1,project management,1440,Account Settings,0,0
2024-12-14,4025,185.239.211.108,0,docker containers,1440,Community Forum,0,1
2025-04-23,1313,69.199.43.174,2,code review,2560,Testimonials,1,0
2025-05-06,1301,186.32.220.50,0,data warehouse,1920,Shopping Cart,0,0
2025-05-08,2159,52.153.124.182,2,machine learning,2560,Community Forum,0,0
2024-12-24,3116,209.125.231.165,0,data visualization,1536,Order Confirmation,1,0
2025-01-20,3766,117.47.93.251,2,kubernetes,2560,Home Page,1,0
2025-10-19,8389,21.101.130.193,5,data science,1280,Press Releases,0,1
2025-02-22,5677,5.209.102.16,4,neural networks,2560,News and Updates,0,0
2025-01-06,6178,247.184.185.55,5,business intelligence,1024,User Dashboard,1,0
2025-03-03,1158,185.32.177.134,4,data warehouse,1280,Testimonials,0,0
2025-08-24,3131,244.42.18.49,5,devops practices,1280,About Us,0,0
2024-12-06,4530,6.196.89.123,0,kubernetes,1920,Partners Page,1,0
2025-11-06,6275,18.148.5.237,5,software engineering,1366,Home Page,0,1
2025-11-13,9971,39.195.129.240,1,unit testing,3840,Documentation,1,0
2025-08-16,3254,117.145.237.112,0,,1024,Product Catalog,0,0
2024-12-12,7525,124.161.83.193,2,data science,768,Order Confirmation,0,0
2025-04-24,4970,239.221.57.149,1,web development,1024,Press Releases,0,0
2025-10-18,4643,150.197.71.210,2,,1536,About Us,0,0
2025-05-30,5483,146.175.39.184,2,deep learning,1024,Terms of Service,0,0
2025-07-27,6601,120.242.56.199,2,microservices,768,User Dashboard,1,0
2024-12-22,2229,60.26.213.110,2,web development,768,Shopping Cart,0,0
2025-07-17,2909,132.240.133.77,3,unit testing,768,Account Settings,1,0
2025-10-31,3242,161.95.61.58,1,microservices,2560,FAQ - Frequently Asked Questions,0,0
2025-11-01,2876,112.142.238.206,0,business intelligence,1366,Checkout Page,0,0
2024-12-30,8266,180.247.164.168,0,computer vision,1536,About Us,0,0
2025-08-13,3572,245.89.67.146,2,kubernetes,2560,Documentation,0,0
2025-09-29,3164,2.36.54.29,0,,2560,Product Catalog,1,0
2025-10-14,3499,81.79.245.31,0,code review,1024,Account Settings,0,1
2025-01-17,1768,5.184.48.218,2,data analytics,2560,Customer Reviews,0,0
2025-07-16,9257,10.72.188.222,4,,1440,Help Center,0,1
2025-02-17,7363,71.249.199.138,5,,3840,Events Calendar,0,0
2025-02-21,5216,130.84.69.185,5,data science,1280,Help Center,0,1
2025-07-03,1943,152.76.223.119,5,numpy arrays,1280,Press Releases,0,1
2025-08-13,1932,7.181.95.242,4,python tutorial,3840,Tutorial: Getting Started,0,1
2024-12-28,5674,89.226.36.128,5,neural networks,1536,Customer Reviews,0,0
2025-06-24,1890,192.65.3.227,2,code review,3840,News and Updates,1,1
2024-11-26,1224,204.46.123.148,5,,3840,Account Settings,0,0
2025-07-05,1201,183.31.218.49,1,docker containers,1280,Careers,0,0
2025-04-19,4566,104.0.137.254,4,snowflake tutorial,1536,About Us,0,0
2025-08-17,4078,24.52.104.118,0,microservices,1024,Privacy Policy,0,0
2025-09-28,7774,88.141.46.109,4,data science,2560,Account Settings,1,0
2025-04-22,1165,54.95.44.200,0,unit testing,1024,Customer Reviews,0,0
2025-11-22,7655,90.17.146.201,2,computer vision,1366,Testimonials,0,0
2025-06-06,5612,65.110.54.59,2,business intelligence,1024,Testimonials,0,0
2025-03-24,3384,82.183.186.165,3,data warehouse,1024,Search Results,1,0
2025-07-26,1164,156.234.125.119,2,,1440,Home Page,1,0
2025-01-06,7502,147.137.20.64,5,deep learning,768,Checkout Page,1,1
2025-09-16,5694,36.170.147.68,5,pandas dataframe,1536,Search Results,0,1
2025-10-10,1555,157.152.7.87,5,devops practices,1024,About Us,1,0
2025-11-06,4755,127.139.167.92,0,sql queries,1440,Terms of Service,1,0
2025-10-17,9238,73.227.53.22,1,kubernetes,2560,News and Updates,0,0
2025-10-29,6215,67.24.175.75,0,cloud computing,1024,Product Catalog,0,0
2025-07-12,9120,227.11.95.138,1,business intelligence,1024,About Us,0,1
2025-11-16,9029,12.87.37.12,3,deep learning,1920,Press Releases,0,1
2025-04-23,3366,233.7.178.179,4,web development,2560,Help Center,1,0
2025-04-16,9333,253.193.87.176,0,web development,768,FAQ - Frequently Asked Questions,1,0
2025-01-15,7807,72.254.180.77,1,agile methodology,1536,News and Updates,0,0
2025-06-11,6711,184.46.22.230,0,agile methodology,2560,Press Releases,0,1
2025-03-14,5957,196.77.95.224,1,data analytics,2560,Terms of Service,0,0
2025-09-27,5539,239.245.51.230,1,kubernetes,2560,Terms of Service,1,1
2025-04-14,7971,145.187.32.118,2,big data,1536,Documentation,0,0
2025-08-25,6844,111.98.236.175,0,kubernetes,3840,Contact Information,0,1
2025-04-23,8211,151.178.87.4,0,python tutorial,1366,Events Calendar,0,1
2025-02-19,6681,142.103.96.234,3,data visualization,2560,News and Updates,0,0
2025-04-07,4996,42.73.131.30,2,artificial intelligence,2560,Privacy Policy,1,0
2025-04-24,1630,50.138.26.211,3,business intelligence,1536,Features Overview,1,1
2025-07-09,9453,54.107.251.222,2,computer vision,2560,Features Overview,0,1
2025-02-18,5212,114.27.162.43,1,snowflake tutorial,1280,Home Page,0,1
2025-04-05,4681,3.96.196.51,1,agile methodology,1536,Search Results,0,1
2025-09-16,4195,205.140.208.204,2,neural networks,1920,Testimonials,1,0
2025-01-08,2677,168.24.170.195,4,web development,1280,FAQ - Frequently Asked Questions,1,0
2025-01-26,3840,201.123.168.138,2,data warehouse,2560,Product Details,0,0
2025-06-17,4887,222.240.136.41,5,business intelligence,3840,Events Calendar,0,0
2025-09-17,3297,39.97.37.121,0,big data,1536,User Dashboard,0,0
2025-06-13,4305,25.39.201.252,1,machine learning,768,Home Page,1,0
2025-10-31,2637,82.5.186.206,4,data science,1536,Home Page,0,0
2025-03-26,4342,112.90.99.84,5,software engineering,1366,Shopping Cart,1,0
2025-09-04,1328,44.147.123.22,0,deep learning,1024,Community Forum,0,1
2025-03-03,8763,169.166.0.119,5,computer vision,1366,Checkout Page,0,1
2025-06-22,6025,196.123.59.154,0,artificial intelligence,768,Features Overview,0,0
2025-05-17,2169,87.41.6.156,3,code review,1280,Checkout Page,0,1
2025-09-08,3844,75.254.135.6,0,kubernetes,1440,Features Overview,1,0
2025-07-10,3087,63.33.183.90,5,business intelligence,1440,User Dashboard,1,0
2025-01-09,7692,71.11.199.239,2,machine learning,1366,Case Studies,0,0
2025-01-10,7313,63.137.209.249,4,api development,768,Customer Reviews,0,0
2025-09-25,9263,8.100.181.223,3,unit testing,3840,Search Results,0,0
2025-05-05,3945,246.212.165.139,5,project management,1440,Account Settings,1,0
2025-05-01,2990,231.230.79.223,4,neural networks,1920,Testimonials,0,0
2025-03-21,4304,168.245.176.101,4,machine learning,1024,Testimonials,0,0
2025-09-08,8042,2.1.196.222,4,big data,768,Press Releases,1,0
2025-07-12,4945,218.84.106.232,5,natural language processing,1920,Privacy Policy,0,0
2025-11-08,5385,116.220.207.38,3,numpy arrays,768,Partners Page,1,0
2025-02-06,9498,198.25.167.195,2,kubernetes,1536,Account Settings,0,0
2025-02-03,4363,172.211.92.90,4,data visualization,2560,User Dashboard,0,1
2025-06-11,3948,99.195.124.175,3,data science,768,Documentation,0,0
2025-01-31,8923,73.16.131.6,4,,1366,Pricing Plans,1,0
2025-03-13,4020,60.242.45.100,0,database design,2560,Support Portal,0,0
2024-12-19,1636,33.105.36.205,5,data analytics,3840,News and Updates,0,0
2025-10-18,1933,214.249.227.202,3,data visualization,2560,Blog Post - Tech News,1,0
2025-09-08,9606,71.166.127.68,3,web development,1024,Contact Information,0,0
2025-09-13,9084,4.137.161.136,4,docker containers,768,Customer Reviews,0,0
2025-01-29,9790,28.217.106.163,5,numpy arrays,1920,Help Center,1,0
2025-04-15,1673,176.230.38.175,3,machine learning,1024,Testimonials,1,0
2024-12-31,3652,234.240.66.98,3,data warehouse,768,About Us,1,0
2025-09-17,3302,126.100.12.17,2,python tutorial,1536,Documentation,0,0
2025-05-18,1274,183.249.160.131,5,database design,2560,Community Forum,0,0
2025-01-27,3688,165.66.99.221,2,agile methodology,768,Testimonials,0,0
2025-05-11,5501,237.193.71.56,1,code review,1366,Contact Information,0,0
2025-07-18,3169,48.133.56.251,2,database design,2560,Tutorial: Getting Started,0,0
2025-02-24,8980,118.172.245.83,1,computer vision,1536,Customer Reviews,0,0
2025-10-10,6991,136.116.183.231,1,data visualization,1440,Contact Information,0,0
2025-01-13,1970,218.167.82.80,5,code review,1536,Product Catalog,0,0
2025-05-12,2076,121.248.172.244,3,microservices,1366,Careers,0,1
2025-07-25,7447,27.166.194.128,4,neural networks,1024,Careers,1,0
2025-04-16,4198,107.170.28.24,1,database design,1536,Tutorial: Getting Started,1,0
2025-03-27,9215,5.235.164.47,5,code review,1536,Contact Information,0,0
2025-06-04,4024,59.246.24.47,0,docker containers,1024,Customer Reviews,0,0
2025-04-12,6524,43.162.200.20,3,cloud computing,1536,Home Page,0,0
2024-12-12,9073,34.168.51.205,0,deep learning,1920,About Us,0,0
2025-09-05,9163,209.136.66.214,1,software engineering,768,Tutorial: Getting Started,0,0
2025-01-15,7319,85.209.208.204,4,devops practices,768,Events Calendar,0,0
2025-02-26,4567,65.4.84.118,0,code review,3840,Events Calendar,0,0
2025-04-30,7127,54.100.222.9,0,snowflake tutorial,3840,Features Overview,0,0
2025-08-30,6533,103.186.118.96,3,snowflake tutorial,1280,Help Center,1,0
2025-10-27,5531,21.11.229.71,4,,2560,Terms of Service,0,0
2025-07-30,9380,3.207.20.95,4,data science,768,Home Page,0,0
2025-03-06,4881,161.110.234.155,0,data warehouse,1280,Privacy Policy,0,1
2025-04-09,7627,239.188.135.193,0,microservices,1280,Account Settings,0,0
2024-12-07,2453,112.208.34.227,3,data analytics,3840,Press Releases,0,0
2025-02-04,2549,70.192.18.47,4,data science,3840,Blog Post - Tech News,0,0
2025-05-25,9938,38.45.135.238,0,business intelligence,1536,Terms of Service,0,1
2025-04-08,1058,147.37.32.96,1,sql queries,2560,Privacy Policy,1,0
2025-10-19,8503,105.26.124.181,0,,3840,Features Overview,0,0
2025-11-10,6616,220.223.207.151,4,data visualization,1920,Order Confirmation,1,0
2025-01-04,7199,5.223.127.167,4,cloud computing,1366,Press Releases,1,0
2025-08-07,1940,65.188.154.75,0,neural networks,1920,Community Forum,0,0
2025-01-13,3265,17.236.196.207,5,kubernetes,1280,Partners Page,0,0
2025-08-22,3756,178.176.8.28,0,,1366,Privacy Policy,0,0
2025-02-04,2736,75.239.175.140,0,microservices,1536,User Dashboard,1,0
2025-10-17,6110,205.92.253.32,3,sql queries,768,Press Releases,1,0
2025-05-29,8629,43.26.2.156,3,business intelligence,1024,Privacy Policy,1,0
2025-07-01,2150,26.62.196.97,0,agile methodology,1440,Contact Information,0,0
2025-07-19,8872,188.216.48.198,1,database design,1366,Events Calendar,1,0
2025-04-22,2356,253.142.28.239,2,data analytics,1280,Checkout Page,0,0
2025-10-02,5435,181.92.13.210,3,numpy arrays,1920,Terms of Service,0,0
2025-10-17,5614,128.15.195.189,3,data analytics,1920,Product Catalog,0,0
2025-11-05,3170,22.58.188.73,3,data science,1366,News and Updates,0,0
2025-03-22,8020,238.96.8.48,0,kubernetes,2560,Case Studies,0,0
2025-05-02,7792,123.112.236.193,3,data warehouse,1366,Product Catalog,0,0
2025-06-23,1519,69.205.9.230,1,project management,768,Terms of Service,0,0
2025-01-23,8260,32.191.130.110,3,deep learning,1536,Testimonials,1,0
2025-06-13,9757,58.25.156.13,3,deep learning,3840,Pricing Plans,0,1
2025-10-26,4081,205.153.100.205,0,snowflake tutorial,1920,Contact Information,1,0
2025-09-20,3145,198.63.24.21,2,natural language processing,3840,Careers,1,0
2025-01-22,5981,160.156.222.159,3,,1440,Contact Information,0,0
2025-03-05,1707,17.83.188.217,2,big data,768,Features Overview,0,0
2025-03-05,8276,89.232.112.112,0,microservices,1536,Features Overview,0,0
2025-07-12,2679,83.208.23.34,2,docker containers,1440,Pricing Plans,0,1
2025-02-12,2120,155.107.247.21,2,machine learning,1024,Tutorial: Getting Started,0,0
2025-08-27,2131,13.192.139.157,0,docker containers,3840,Features Overview,0,0
2025-09-10,2173,87.192.172.162,4,api development,1280,Tutorial: Getting Started,0,0
2025-01-03,6913,134.115.143.158,3,data science,1920,FAQ - Frequently Asked Questions,0,1
2025-08-21,6210,138.160.110.49,4,artificial intelligence,1536,Order Confirmation,0,0
2025-11-06,3191,244.87.151.216,5,pandas dataframe,1366,Product Catalog,1,1
2025-10-20,1323,102.4.222.136,0,software engineering,1366,Events Calendar,1,0
2025-11-06,9781,254.93.217.221,1,natural language processing,1024,Order Confirmation,0,0
2025-09-23,4186,20.163.1.145,3,data science,1440,Terms of Service,0,0
2025-11-18,3813,3.14.31.239,2,neural networks,1440,Account Settings,1,0
2025-10-22,1026,31.193.245.212,5,devops practices,3840,News and Updates,0,0
2025-06-24,9482,134.232.163.228,0,docker containers,1920,Order Confirmation,0,0
2025-11-09,6717,54.234.26.40,0,data science,1440,Tutorial: Getting Started,0,0
2025-06-03,7642,179.112.178.119,0,agile methodology,768,Testimonials,0,0
2025-09-19,9792,218.200.119.8,4,data warehouse,768,Search Results,0,1
2025-07-18,7936,149.59.56.136,0,cloud computing,1920,Contact Information,0,0
2025-04-26,9848,254.132.178.53,3,agile methodology,1920,Features Overview,1,0
2025-08-11,3206,151.190.13.42,0,data analytics,768,Careers,0,0
2025-05-02,6762,46.161.107.161,0,code review,1920,Careers,0,0
2025-08-14,9347,126.233.88.54,0,code review,3840,Press Releases,1,0
2025-02-14,7129,217.59.72.69,1,snowflake tutorial,1366,Product Catalog,0,0
2024-12-17,4190,156.71.26.175,0,natural language processing,1440,Shopping Cart,0,1
2025-03-16,4788,152.154.207.13,5,unit testing,1366,Careers,0,0
2025-04-22,2616,147.248.66.220,4,software engineering,1920,User Dashboard,0,0
2025-03-07,2484,149.75.85.238,5,devops practices,1536,FAQ - Frequently Asked Questions,0,0
2025-04-24,2167,190.111.18.99,1,project management,3840,Support Portal,1,1
2025-05-15,2487,199.214.252.158,4,artificial intelligence,1440,Community Forum,1,0
2025-09-07,1597,203.44.155.239,2,api development,3840,Contact Information,0,0
2025-05-24,2132,119.126.153.9,3,big data,768,Blog Post - Tech News,0,0
2025-09-11,9544,67.168.25.250,2,web development,1024,Search Results,0,1
2025-06-14,9975,153.160.139.146,2,data visualization,1366,Help Center,1,0
2024-12-23,1036,92.59.75.198,1,sql queries,1440,Case Studies,0,0
2025-07-27,6880,110.233.214.227,4,data analytics,1440,Order Confirmation,0,0
2025-05-10,2552,147.251.185.129,0,unit testing,1536,Privacy Policy,0,1
2025-07-14,3629,89.154.229.135,5,database design,1536,Order Confirmation,0,0
2025-02-27,6083,118.172.125.161,0,natural language processing,3840,About Us,1,0
2025-02-06,5079,161.220.196.53,0,computer vision,3840,Careers,0,1
2025-01-10,3266,109.195.230.155,2,docker containers,1024,About Us,0,0
2025-10-26,9209,179.117.145.211,1,data warehouse,2560,FAQ - Frequently Asked Questions,0,0
2025-08-20,5443,136.60.107.122,1,python tutorial,2560,Features Overview,0,0
2025-09-07,7968,187.124.175.78,1,agile methodology,1536,Privacy Policy,0,1
2024-11-25,6730,217.37.128.2,4,python tutorial,1280,Account Settings,0,0
2025-10-24,7520,9.121.81.164,3,snowflake tutorial,768,Press Releases,0,0
2025-06-15,9215,198.212.17.251,2,web development,1024,Community Forum,0,0
2025-05-05,5732,107.197.199.233,4,data analytics,1366,Checkout Page,0,0
2025-02-16,6271,233.114.57.200,3,data visualization,2560,Customer Reviews,0,0
2025-06-13,3586,162.59.89.201,4,microservices,1280,User Dashboard,1,0
2025-08-20,8679,18.147.14.115,5,data visualization,768,Partners Page,1,0
2025-08-18,7582,42.23.38.34,5,data visualization,768,Documentation,0,0
2025-02-02,5248,208.29.15.226,3,artificial intelligence,3840,Search Results,0,0
2025-03-03,2299,247.72.74.191,3,devops practices,1280,Customer Reviews,0,0
2025-06-21,9489,183.139.246.112,1,code review,1536,Careers,0,0
2025-01-22,1913,157.121.137.228,5,,1920,Testimonials,1,0
2025-01-11,2480,174.196.142.46,4,,1366,FAQ - Frequently Asked Questions,0,0
2025-05-12,4614,177.194.252.40,0,code review,1280,Order Confirmation,1,0
2025-10-31,6102,26.34.55.145,4,,1536,Product Catalog,0,0
2025-05-09,7943,163.164.23.53,1,big data,768,Home Page,0,0
2025-08-02,9217,14.243.16.134,4,api development,1366,Blog Post - Tech News,0,1
2025-09-10,4824,214.166.245.124,1,artificial intelligence,768,Careers,0,0
2025-05-13,2767,72.252.212.120,0,neural networks,1440,Order Confirmation,0,0
2025-04-15,2904,74.9.87.114,3,agile methodology,2560,Privacy Policy,0,0
2025-01-03,5622,86.254.139.217,5,docker containers,768,Order Confirmation,0,0
2025-10-15,7565,150.243.37.149,1,natural language processing,768,FAQ - Frequently Asked Questions,1,0
2025-01-27,5051,192.180.144.142,5,cloud computing,768,Support Portal,0,0
2025-03-03,6790,50.220.8.75,1,devops practices,768,Customer Reviews,1,1
2025-08-15,2216,16.159.35.241,0,software engineering,3840,FAQ - Frequently Asked Questions,0,0
2025-08-07,1058,90.47.251.189,3,web development,768,Features Overview,0,0
2025-04-17,9780,5.55.145.151,4,data science,1536,Search Results,1,0
2024-12-07,9839,135.62.4.179,0,code review,1366,Home Page,1,1
2025-05-30,7428,63.131.191.119,2,computer vision,3840,News and Updates,0,0
2025-09-27,1567,136.101.37.214,2,docker containers,2560,Blog Post - Tech News,1,0
2025-06-30,5165,14.95.177.198,5,agile methodology,1536,Tutorial: Getting Started,0,0
2025-01-03,9235,67.254.219.192,2,natural language processing,1920,Press Releases,0,0
2025-03-27,2138,141.251.53.79,3,docker containers,768,Documentation,0,0
2025-11-22,4345,254.42.63.138,2,data warehouse,1366,Shopping Cart,0,1
2025-11-06,3909,195.78.221.193,4,artificial intelligence,1366,Documentation,0,0
2025-10-29,6218,111.180.57.75,5,unit testing,1536,Shopping Cart,0,0
2025-03-31,8389,64.61.140.204,2,web development,1024,Case Studies,0,0
2025-06-24,4339,215.217.81.205,3,data warehouse,1280,Tutorial: Getting Started,0,0
2025-08-30,2841,65.40.137.128,0,big data,1024,Support Portal,0,0
2025-08-10,9753,24.127.177.88,3,software engineering,768,Careers,0,0
2025-05-22,6586,208.97.135.15,2,,768,Contact Information,0,0
2025-11-04,1988,67.251.85.161,1,project management,768,Events Calendar,0,0
2025-02-15,3851,38.70.196.76,0,sql queries,1440,User Dashboard,0,0
2025-08-24,1902,123.4.218.139,5,devops practices,2560,Community Forum,1,0
2025-06-24,5199,96.69.90.28,2,database design,768,News and Updates,0,0
2025-11-07,9994,214.18.99.75,2,data warehouse,1280,Customer Reviews,0,0
2024-12-23,2900,105.77.25.170,3,artificial intelligence,2560,Product Catalog,0,0
2025-11-13,6158,220.170.97.108,5,web development,3840,Search Results,0,0
2025-08-10,5346,157.131.128.240,5,cloud computing,768,Help Center,0,1
2024-12-25,5868,104.136.130.100,3,big data,3840,Help Center,0,0
2025-11-22,6789,214.237.99.102,3,web development,1536,Product Details,0,0
2025-09-27,6640,240.175.124.161,0,database design,1024,Events Calendar,1,0
2025-08-11,5004,193.223.86.96,4,data science,768,Shopping Cart,0,0
2025-10-16,6246,179.176.176.185,2,snowflake tutorial,1366,Shopping Cart,0,1
2025-07-09,2765,223.30.97.154,1,database design,1280,Search Results,0,0
2025-10-17,7452,255.249.196.208,5,kubernetes,2560,Blog Post - Tech News,0,1
2024-12-16,7368,2.51.21.224,2,api development,1024,User Dashboard,0,0
2025-04-30,4749,125.239.146.53,1,web development,1920,Home Page,0,0
2024-12-15,5048,236.210.10.185,3,computer vision,1536,Privacy Policy,0,1
2025-01-29,4659,221.160.255.101,2,kubernetes,1920,Shopping Cart,0,0
2025-10-30,5129,12.181.114.108,0,machine learning,768,Case Studies,0,1
2025-09-05,7079,211.140.136.116,2,web development,2560,About Us,0,0
2024-12-24,3592,101.127.85.173,4,data analytics,1366,Blog Post - Tech News,0,0
2024-12-31,9166,215.185.182.127,1,numpy arrays,1366,Privacy Policy,1,0
2025-04-29,2047,153.39.244.12,3,natural language processing,3840,News and Updates,0,0
2025-09-07,1140,48.229.83.179,2,microservices,3840,FAQ - Frequently Asked Questions,0,1
2025-10-06,6792,201.223.168.67,5,,1440,Product Details,0,1
2025-08-05,1812,208.111.173.179,5,data analytics,1536,Support Portal,1,0
2025-02-04,1111,230.128.111.198,2,big data,1366,About Us,0,0
2025-03-04,9654,198.130.222.179,3,code review,1920,Careers,1,1
2025-09-06,7505,215.131.36.116,0,project management,1440,Testimonials,1,0
2025-09-05,6875,87.92.84.52,0,python tutorial,1280,User Dashboard,1,0
2025-08-30,2366,163.57.40.248,5,database design,3840,FAQ - Frequently Asked Questions,0,0
2025-07-07,4220,198.3.245.43,2,kubernetes,1024,Privacy Policy,0,0
2025-02-19,9300,27.197.17.71,3,unit testing,1536,Home Page,0,0
2025-07-21,6870,162.152.97.107,0,,2560,News and Updates,0,0
2025-01-21,4362,188.243.60.120,2,natural language processing,768,User Dashboard,1,0
2025-01-15,1786,189.48.66.117,2,agile methodology,1920,Checkout Page,0,1
2025-09-11,3731,234.243.27.145,2,kubernetes,1024,Community Forum,0,0
2025-06-04,7035,109.159.136.227,5,natural language processing,1366,Product Catalog,0,0
2025-04-10,1256,59.124.189.114,3,big data,1440,Tutorial: Getting Started,0,0
2025-05-19,6120,150.180.197.7,0,web development,1536,Product Details,0,0
2025-07-24,5878,63.223.192.46,5,cloud computing,1366,Shopping Cart,0,0
2025-04-17,7954,136.193.15.201,1,neural networks,1536,Contact Information,0,0
2025-09-12,9746,109.78.80.225,5,sql queries,3840,Community Forum,0,0
2025-11-14,7589,186.223.249.183,1,api development,1920,Tutorial: Getting Started,0,1
2025-06-09,2850,77.133.26.20,4,snowflake tutorial,1366,Shopping Cart,0,0
2025-09-28,7469,236.160.190.134,5,deep learning,2560,Events Calendar,0,0
2025-02-07,3179,163.64.158.121,1,code review,1440,User Dashboard,0,0
2025-05-12,6133,215.107.176.77,5,api development,1440,Events Calendar,0,0
2025-11-12,3440,234.13.115.39,1,code review,1536,Events Calendar,0,1
2025-08-09,5008,61.249.124.85,1,big data,2560,Partners Page,0,0
2025-07-12,4715,141.19.197.227,1,,1536,Features Overview,0,0
2025-06-21,7507,72.84.104.20,0,cloud computing,1280,Checkout Page,0,0
2025-11-12,8333,172.45.196.204,5,business intelligence,1440,Customer Reviews,0,0
2025-08-18,3035,98.64.76.230,1,,3840,FAQ - Frequently Asked Questions,0,1
2025-03-10,4699,239.234.108.30,5,microservices,3840,Documentation,0,0
2025-06-22,1989,47.196.93.33,3,neural networks,768,Help Center,0,0
2025-06-15,5267,225.50.133.140,3,neural networks,1024,Case Studies,1,0
2025-09-13,6351,216.79.102.61,3,,1536,Case Studies,0,0
2025-09-12,6623,101.202.167.77,2,sql queries,2560,Tutorial: Getting Started,0,0
2025-04-15,3259,17.212.87.159,0,sql queries,1366,Press Releases,0,0
2025-02-11,1125,77.250.133.58,4,data science,1280,Order Confirmation,0,0
2025-01-23,8310,66.83.47.185,2,python tutorial,3840,User Dashboard,0,0
2025-06-04,6713,88.47.109.38,5,api development,3840,Product Details,0,0
2025-08-04,4844,62.7.100.81,2,data analytics,768,Customer Reviews,0,0
2025-03-11,2326,251.213.181.23,0,cloud computing,1366,Blog Post - Tech News,1,0
2025-01-13,8096,135.125.91.203,0,database design,1280,Events Calendar,0,0
2025-09-22,1613,186.216.91.127,2,artificial intelligence,1280,Features Overview,1,0
2025-09-25,4880,222.206.78.116,1,database design,768,Case Studies,0,0
2025-08-19,3620,70.96.53.153,4,computer vision,1920,FAQ - Frequently Asked Questions,0,1
2024-12-06,8159,7.95.74.116,4,data science,1366,Case Studies,0,0
2025-04-05,2846,27.237.197.126,1,,1440,FAQ - Frequently Asked Questions,0,1
2025-04-13,1369,148.127.255.18,3,sql queries,1536,Documentation,0,0
2025-01-19,1299,150.108.199.187,4,data visualization,1366,User Dashboard,0,1
2025-08-29,2867,28.203.33.235,0,machine learning,768,Events Calendar,1,0
2024-12-14,3846,32.40.103.250,2,business intelligence,2560,Support Portal,0,1
2025-10-26,9785,250.224.98.25,4,natural language processing,1024,Privacy Policy,1,0
2025-04-15,3831,147.187.31.58,3,docker containers,2560,Pricing Plans,0,0
2025-09-21,4438,210.156.175.83,5,code review,3840,Search Results,0,0
2024-12-25,1183,87.162.167.247,1,python tutorial,1536,Features Overview,0,0
2025-04-30,4290,199.7.103.193,3,machine learning,1280,Home Page,1,0
2025-02-16,2069,233.179.71.190,5,python tutorial,1366,About Us,0,0
2025-07-21,8265,238.77.235.241,3,data visualization,1024,Documentation,0,0
2025-03-25,1876,138.164.88.17,2,agile methodology,1366,Checkout Page,0,1
2025-02-17,7999,253.90.3.134,5,natural language processing,1366,Terms of Service,0,0
2025-04-01,4110,40.253.104.250,5,data science,1024,User Dashboard,0,0
2025-09-24,1293,10.244.13.16,2,api development,3840,Documentation,0,0
2025-08-17,8094,97.211.26.87,5,data science,768,Blog Post - Tech News,0,0
2025-03-02,3798,228.13.175.80,4,python tutorial,1920,User Dashboard,0,0
2025-02-13,6193,119.190.177.101,0,agile methodology,1536,Support Portal,1,0
2025-01-13,1053,9.56.208.103,3,project management,3840,Terms of Service,1,0
2024-12-16,5577,208.7.50.83,5,software engineering,1024,Order Confirmation,0,1
2025-10-19,7919,96.30.242.235,1,machine learning,3840,FAQ - Frequently Asked Questions,0,1
2025-09-19,5721,229.200.114.224,2,,1024,User Dashboard,0,1
2025-11-11,1752,144.47.130.247,1,cloud computing,2560,Documentation,0,0
2025-01-11,8896,139.214.28.193,0,kubernetes,1536,Account Settings,1,0
2025-09-18,8628,244.136.90.164,5,natural language processing,1024,Events Calendar,1,1
2025-04-03,8720,57.158.140.23,2,,1536,Support Portal,0,1
2025-10-20,6448,127.121.109.30,5,web development,2560,Help Center,0,0
